LOCATION,ADDRESS,BIKE_PARKING,PLACEMENT,RACKS,SPACES,1_STATUS,2_STATUS_HIGH_LEVEL,3_STATUS_DETAIL,4_STATUS_DESCRIPTION,5_ACTING_AGENT,6_ACTION,INSTALLED_BY,YR_INSTALLED,COORDINATES
Quetzal,1234 POLK ST,RACK,PARKING_LANE,0,0,IN_PROGRESS,ON_HOLD,DELAYED,REPAVING,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.78846836, -122.41998809)"
Encore Express / Music City Hotel,1353 BUSH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,CONSTRUCTION,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.788526, -122.419538)"
Nice and Clean Laundromat,3225 21ST ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.756790, -122.419455)"
Alliance Franτaise de San Francisco,1345 BUSH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,CONSTRUCTION,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.788547, -122.419367)"
Office Building,100 VAN NESS AVE,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,CONSTRUCTION,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.776721, -122.419177)"
Dolan Law Firm,1438 MARKET ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,"CUSTOM RACK, REQUESTED",SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.776235, -122.418435)"
residential,1150 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.799545, -122.418397)"
Los Yaquis/residential,328 SOUTH VAN NESS AVE,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.767902, -122.418046)"
Mi Tierra Restaurant/Los Yaquis,328 SOUTH VAN NESS AVE,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.767902, -122.418046)"
residential,737 HYDE ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.787726, -122.417054)"
Urban Putt,1096 SOUTH VAN NESS AVE,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,OPENING DATE TBD,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.755706, -122.416879)"
General Things,165 11TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.773735, -122.415995)"
residential,925 SUTTER ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.788042, -122.415652)"
Regina Towers,805 LEAVENWORTH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.788549, -122.415495)"
The Green Cross / residential,230 11TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.772532, -122.415292)"
Rainbow Grocery Coffee Cart,1745 FOLSOM ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,OPENING DATE TBD,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.769109, -122.415058)"
residential,76 KISSLING ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.773026, -122.414783)"
(VACANT),104 09TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,OPENING DATE TBD,DEVELOPER,2. RESPOND_TO_SFMTA,N/A,N/A,"(37.77587441, -122.41474610)"
residential,630 LEAVENWORTH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.786986, -122.414661)"
Wax Museum,145 JEFFERSON ST,RACK,PARKING_LANE,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.808061, -122.414643)"
Grace Cathedral,1100 CALIFORNIA ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.792008, -122.413383)"
Mission Creek Pilates,2130 HARRISON ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,"TREE, NEW",BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.762815, -122.413212)"
One World Communications,2001 HARRISON ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.764810, -122.412706)"
DNA Lounge,375 11TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,PARKLET AND CORRAL,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.771079, -122.412604)"
Mission Cliffs,2295 HARRISON ST,RACK,PARKING_LANE,0,0,IN_PROGRESS,ON_HOLD,DELAYED,"CUSTOM RACK, REQUESTED",SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.760916, -122.412334)"
Local Mission Market,2670 HARRISON ST,RACK,PARKING_LANE,0,0,IN_PROGRESS,ON_HOLD,POTENTIAL CORRAL,N/A,SFMTA,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.75491824, -122.41226554)"
residential,2633 HARRISON ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.755232, -122.411827)"
residential,828 ALABAMA ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.758231, -122.411772)"
Hampton Creek Foods,371 10TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.772135, -122.411585)"
Panorama Bakery,500 FLORIDA ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.762590, -122.411484)"
Jonathan Browning,30 SHERIDAN ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.772854, -122.411241)"
Asian Pacific Islander Legal Outreach,1121 MISSION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.778652, -122.411230)"
Phantom Coast,65 TAYLOR ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,OPENING DATE TBD,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.782890, -122.411062)"
Fantasy Clothing ,1275 FOLSOM ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.77386980, -122.41100206)"
The Corner Studio,1910 BRYANT ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.76268694, -122.41073504)"
CELLspace,2050 BRYANT ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,"CUSTOM RACK, REQUESTED",SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.761022, -122.410554)"
residential,797 BUSH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.789772, -122.410155)"
residential,630 MASON ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.789448, -122.410054)"
residential,2240 BRYANT ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.758672, -122.410013)"
residential complex,552 PRECITA AVE ,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.74722878, -122.40973257)"
Hillsdale Hotel (residential),51 06TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.781687, -122.409222)"
residential,2772 BRYANT ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.750075, -122.409189)"
ecoVegan,550 10TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.769495, -122.409111)"
Bloodhound,2501 BRYANT ST,RACK,PARKING_LANE,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.754180, -122.409029)"
Tony's Pizza,1570 STOCKTON ST,RACK,PARKING_LANE,0,0,IN_PROGRESS,ON_HOLD,DELAYED,REPAVING,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.800325, -122.408943)"
_undetermined,221 07TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,OPENING DATE TBD,SFMTA,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.777847, -122.408794)"
Stay in SF,219 07TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.777847, -122.408794)"
residential,935 YORK ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.757073, -122.408319)"
residential,148 PERALTA AVE,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.747346, -122.408223)"
residential,701 HAMPSHIRE ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.760396, -122.407862)"
Carson Fong & Associates Inc,950 STOCKTON ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA CONTACTED,EMPLOYEE BIKE PARKING,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.794717, -122.407801)"
residential,169 06TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.780208, -122.407364)"
residential,1348 HAMPSHIRE ST,RACK,SIDEWALK,0,0,COMPLETE,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.750631, -122.407352)"
residential,1035 HAMPSHIRE ST ,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.755521, -122.407267)"
Goon Wun Apartments,716 PACIFIC AVE,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.797010, -122.407230)"
residential,455 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.800542, -122.406936)"
Fashion Institue of Design and Merchandising,55 STOCKTON ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,CONSTRUCTION,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.786393, -122.406614)"
Somarts,934 BRANNAN ST,RACK,PARKING_LANE,0,0,IN_PROGRESS,ON_HOLD,DELAYED,"CUSTOM RACK, REQUESTED",SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.771179, -122.406574)"
Cafe Venue,67 05TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,"CUSTOM RACK, APPROVED",BUSINESS,DELIVER_RACKS_TO_SFMTA,N/A,n/a,"(37.783196, -122.406530)"
Apple Store,1 STOCKTON ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,CONSTRUCTION,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.785852, -122.406529)"
Tempest Bar,431 NATOMA ST,RACK,PARKING_LANE,0,0,IN_PROGRESS,ON_HOLD,DELAYED,REPAVING,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.78114639, -122.40625958)"
Cole Hardware,70 04TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,"CUSTOM RACK, APPROVED",BUSINESS,DELIVER_RACKS_TO_SFMTA,N/A,n/a,"(37.784685, -122.404910)"
CCSF downtown campus,88 04TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,"CUSTOM RACK, APPROVED",BUSINESS,DELIVER_RACKS_TO_SFMTA,N/A,n/a,"(37.784530, -122.404716)"
Museum of Craft and Folk Art,51 YERBA BUENA LN,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,"CUSTOM RACK, APPROVED",BUSINESS,DELIVER_RACKS_TO_SFMTA,N/A,n/a,"(37.785396, -122.404391)"
Hotel San Joaquin,112 COLUMBUS AVE,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.796668, -122.404342)"
office building,580 CALIFORNIA ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.792968, -122.404140)"
Turner Duckworth,831 MONTGOMERY ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.796808, -122.403854)"
residential,2419 24TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.752925, -122.403815)"
Pearson Education,1301 SANSOME ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.802327, -122.403298)"
"Keesal, Young & Logan",450 PACIFIC AVE,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.797636, -122.403062)"
Heat,1100 SANSOME ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.800570, -122.402325)"
Zero Zero,826 FOLSOM ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,"CUSTOM RACK, APPROVED",BUSINESS,DELIVER_RACKS_TO_SFMTA,N/A,n/a,"(37.781636, -122.402048)"
Italia Amerina Hotel,838 SANSOME ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.798090, -122.401731)"
Museum Plaza HOA,829 FOLSOM ST,RACK,PARKING_LANE,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.781155, -122.401651)"
NextSpace,28 02ND ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,"CUSTOM RACK, APPROVED",BUSINESS,DELIVER_RACKS_TO_SFMTA,N/A,n/a,"(37.788770, -122.401188)"
SF MOMA,151 03RD ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,CONSTRUCTION,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.785923, -122.400750)"
Club Quarters Hotel,424 CLAY ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.795216, -122.400703)"
MBV Law LLP,855 FRONT ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.799276, -122.400590)"
Code Salon / Peet's Coffee,370 04TH ST,RACK,PARKING_LANE,0,0,IN_PROGRESS,ON_HOLD,POTENTIAL CORRAL,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.780976, -122.400246)"
Shell Building,100 BUSH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,CONSTRUCTION,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.791569, -122.399964)"
residence,199 NEW MONTGOMERY ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.786606, -122.399099)"
_undetermined,215 02ND ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.786697, -122.397741)"
Github,548 04TH ST,RACK,PARKING_LANE,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.778773, -122.397711)"
Potrero Hill Library,1616 20TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,CONSTRUCTION,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.760136, -122.397664)"
Yerba Buena Commons,88 PERRY ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,DELAYED,"CUSTOM RACK, APPROVED",BUSINESS,DELIVER_RACKS_TO_SFMTA,N/A,n/a,"(37.782552, -122.396705)"
AUTOFUSS,150 MISSISSIPPI ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.764412, -122.395182)"
PUBLIC Bikes,123 SOUTH PARK,RACK,PARKING_LANE,0,0,IN_PROGRESS,ON_HOLD,DELAYED,NON RESPONSIVE,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.781157, -122.393885)"
South East Health Center,2401 KEITH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.725646, -122.392001)"
residential,229 BRANNAN ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.782646, -122.390388)"
Piccino,1001 MINNESOTA ST,RACK,PARKING_LANE,0,0,IN_PROGRESS,ON_HOLD,DELAYED,CONSTRUCTION,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.757622, -122.389918)"
residential,825 22ND ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.757632, -122.389750)"
Left Coast Catering ,2152 03RD ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,EMPLOYEE BIKE PARKING,SFE (ENVIRONMENT),1. AGENT_TO_CONTACT,N/A,n/a,"(37.762356, -122.389029)"
residential,2363 23RD ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.754437, -122.403148)"
residential,494 CHURCH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.762953, -122.428584)"
residential,563 STEINER ST,RACK,SIDEWALK,0,0,IN_PROGRESS,ON_HOLD,SFMTA_POLICY,RESIDENTIAL,SFMTA,FINALIZE_PRIVATE_PERMIT,N/A,n/a,"(37.774326, -122.432646)"
Java Beach Cafe,1396 LA PLAYA,RACK,PARKING_LANE,0,0,COMPLETE,NOT_INSTALLED,BUSINESS_PREFERENCE,BUSINESS PREFERS SIDEWALK RACKS,N/A,0. NO_FURTHER_ACTION,N/A,n/a,"(37.760451, -122.508931)"
Java Beach Cafe #1,1396 LA PLAYA,RACK,SIDEWALK,0,0,COMPLETE,NOT_INSTALLED,EXISTING_MEETS_DEMAND,N/A,N/A,0. NO_FURTHER_ACTION,N/A,n/a,"(37.760451, -122.508931)"
School of Self Healing,2218 48TH AVE,RACK,SIDEWALK,0,0,COMPLETE,NOT_INSTALLED,NOT_FEASIBLE,NARROW SIDEWALK,N/A,0. NO_FURTHER_ACTION,N/A,n/a,"(37.745009, -122.506669)"
General Store and Two Birds Fly,4035 JUDAH ST,RACK,SIDEWALK,0,0,COMPLETE,NOT_INSTALLED,EXISTING_MEETS_DEMAND,N/A,N/A,0. NO_FURTHER_ACTION,N/A,n/a,"(37.760198, -122.505461)"
Devil's Teeth Baking Company,3876 NORIEGA ST,RACK,SIDEWALK,0,0,COMPLETE,NOT_INSTALLED,NOT_FEASIBLE,PARKLET,N/A,0. NO_FURTHER_ACTION,N/A,n/a,"(37.753205, -122.505012)"
Ocean Beach Yoga,3925 JUDAH ST,RACK,SIDEWALK,0,0,COMPLETE,NOT_INSTALLED,NOT_FEASIBLE,CLEARANCES,N/A,0. NO_FURTHER_ACTION,N/A,n/a,"(37.76024868, -122.50430374)"
St Gabriel School,2550 41ST AVE,RACK,SIDEWALK,0,0,COMPLETE,NOT_INSTALLED,SFMTA_POLICY,RACKS ON PARCEL RECOMMENDED,N/A,0. NO_FURTHER_ACTION,N/A,n/a,"(37.739564, -122.498635)"
St Gabriel School,2535 40TH AVE,RACK,SIDEWALK,0,0,COMPLETE,NOT_INSTALLED,SFMTA_POLICY,RACKS ON PARCEL RECOMMENDED,N/A,0. NO_FURTHER_ACTION,N/A,n/a,"(37.739684, -122.498280)"
Lakeshore Plaza Shopping Center,1501 SLOAT BLVD,RACK,SIDEWALK,0,0,COMPLETE,NOT_INSTALLED,NOT_FEASIBLE_AND_SFMTA_POLICY,NARROW SIDEWALK / RACKS ON PARCEL RECOMMENDED,N/A,0. NO_FURTHER_ACTION,N/A,n/a,"(37.73293973, -122.49073763)"
Lakeshore Plaza Shopping Center,1501 SLOAT BLVD,RACK,SIDEWALK,0,0,COMPLETE,NOT_INSTALLED,NOT_FEASIBLE_AND_SFMTA_POLICY,NARROW SIDEWALK / RACKS ON PARCEL RECOMMENDED,N/A,0. NO_FURTHER_ACTION,N/A,n/a,"(37.73367078, -122.48972723)"
Lakeshore Plaza Shopping Center,1597 SLOAT BLVD,RACK,SIDEWALK,0,0,COMPLETE,NOT_INSTALLED,NOT_FEASIBLE_AND_SFMTA_POLICY,NARROW SIDEWALK / RACKS ON PARCEL RECOMMENDED,N/A,0. NO_FURTHER_ACTION,N/A,n/a,"(37.733006, -122.489586)"
Lakeshore Plaza Shopping Center,1501 SLOAT BLVD,RACK,SIDEWALK,0,0,COMPLETE,NOT_INSTALLED,NOT_FEASIBLE_AND_SFMTA_POLICY,NARROW SIDEWALK / RACKS ON PARCEL RECOMMENDED,N/A,0. NO_FURTHER_ACTION,N/A,n/a,"(37.73300635, -122.48958593)"
Lakeshore Plaza Shopping Center (parking lot),None,RACK,SIDEWALK,0,0,COMPLETE,NOT_INSTALLED,NOT_FEASIBLE_AND_SFMTA_POLICY,NARROW SIDEWALK / RACKS ON PARCEL RECOMMENDED,N/A,0. NO_FURTHER_ACTION,N/A,n/a,"(37.73246000, -122.48946000)"
Edgewood Center for Children and Families,1801 VICENTE ST,RACK,SIDEWALK,0,0,COMPLETE,NOT_INSTALLED,NOT_FEASIBLE,NARROW SIDEWALK,N/A,0. NO_FURTHER_ACTION,N/A,n/a,"(37.737985, -122.486256)"
Actnet computer services,2207 JUDAH ST,RACK,SIDEWALK,0,0,COMPLETE,NOT_INSTALLED,BUSINESS_PREFERENCE,BUSINESS DOESN'T WANT RACKS,N/A,0. NO_FURTHER_ACTION,N/A,n/a,"(37.76116916, -122.48577849)"
